latitude,longitude,Altitude,track_seg_point_id,time
-2.13556,54.023843,169.8,4223,2021/09/11 14:40:51+00
-2.135276,54.023711,170,4224,2021/09/11 14:40:54+00
-2.134907,54.023531,169.6,4225,2021/09/11 14:40:58+00
-2.134495,54.023326,170.4,4226,2021/09/11 14:41:03+00
-2.134285,54.023213,171,4227,2021/09/11 14:41:06+00
-2.134218,54.023178,171.4,4228,2021/09/11 14:41:07+00
-2.134097,54.02311,173,4229,2021/09/11 14:41:09+00
-2.134047,54.023072,173.6,4230,2021/09/11 14:41:10+00
-2.133992,54.023037,174.2,4231,2021/09/11 14:41:11+00
-2.133931,54.023002,174.6,4232,2021/09/11 14:41:12+00
-2.133725,54.022904,175.6,4233,2021/09/11 14:41:15+00
-2.133593,54.022849,175.8,4234,2021/09/11 14:41:17+00
-2.133468,54.0228,176,4235,2021/09/11 14:41:19+00
-2.133313,54.022727,176.4,4236,2021/09/11 14:41:22+00
-2.133216,54.022676,176.6,4237,2021/09/11 14:41:24+00
-2.133105,54.022624,176.8,4238,2021/09/11 14:41:26+00
-2.133036,54.022602,176.8,4239,2021/09/11 14:41:27+00
-2.132744,54.022525,176,4240,2021/09/11 14:41:30+00
-2.132628,54.022506,175.6,4241,2021/09/11 14:41:31+00
-2.132293,54.022479,174.4,4242,2021/09/11 14:41:34+00
-2.132173,54.022472,173.8,4243,2021/09/11 14:41:35+00
-2.13205,54.022465,173.2,4244,2021/09/11 14:41:36+00
-2.131795,54.022445,172,4245,2021/09/11 14:41:38+00
-2.131525,54.022408,170.8,4246,2021/09/11 14:41:40+00
-2.131239,54.022351,169.2,4247,2021/09/11 14:41:42+00
-2.130954,54.022286,168,4248,2021/09/11 14:41:44+00
-2.13067,54.022214,167,4249,2021/09/11 14:41:46+00
-2.129855,54.022021,166.2,4250,2021/09/11 14:41:52+00
-2.129353,54.021986,166.4,4251,2021/09/11 14:41:56+00
-2.12907,54.021994,167.2,4252,2021/09/11 14:41:59+00
-2.128997,54.021994,167.6,4253,2021/09/11 14:42:00+00
-2.128934,54.021997,168.4,4254,2021/09/11 14:42:01+00
-2.128879,54.021998,169.6,4255,2021/09/11 14:42:02+00
-2.128784,54.022011,171,4256,2021/09/11 14:42:04+00
-2.128738,54.022016,171.6,4257,2021/09/11 14:42:05+00
-2.128695,54.022029,172,4258,2021/09/11 14:42:06+00
-2.128553,54.022049,173.4,4259,2021/09/11 14:42:09+00
-2.128464,54.022054,174,4260,2021/09/11 14:42:11+00
-2.128415,54.022056,174.2,4261,2021/09/11 14:42:12+00
-2.128363,54.02206,174.4,4262,2021/09/11 14:42:13+00
-2.128147,54.022046,175.4,4263,2021/09/11 14:42:17+00
-2.128095,54.022042,175.6,4264,2021/09/11 14:42:18+00
-2.128044,54.022035,175.6,4265,2021/09/11 14:42:19+00
-2.127843,54.022001,176.4,4266,2021/09/11 14:42:23+00
-2.127799,54.021992,176.6,4267,2021/09/11 14:42:24+00
-2.127753,54.021987,176.6,4268,2021/09/11 14:42:25+00
-2.127704,54.021982,176.8,4269,2021/09/11 14:42:26+00
-2.127656,54.021976,177,4270,2021/09/11 14:42:27+00
-2.127602,54.021971,177.2,4271,2021/09/11 14:42:28+00
-2.12743,54.021956,177.4,4272,2021/09/11 14:42:31+00
-2.127144,54.021917,177.4,4273,2021/09/11 14:42:35+00
-2.126873,54.021859,176.4,4274,2021/09/11 14:42:38+00
-2.126688,54.021808,175.8,4275,2021/09/11 14:42:39+00
-2.126688,54.021808,175.4,4276,2021/09/11 14:42:40+00
-2.126399,54.021717,174,4277,2021/09/11 14:42:43+00
-2.126155,54.021648,172.4,4278,2021/09/11 14:42:45+00
-2.125896,54.021578,171,4279,2021/09/11 14:42:47+00
-2.12562,54.021507,169.4,4280,2021/09/11 14:42:49+00
-2.125373,54.021449,168,4281,2021/09/11 14:42:51+00
-2.125259,54.021419,167.4,4282,2021/09/11 14:42:52+00
-2.125148,54.021389,166.8,4283,2021/09/11 14:42:53+00
-2.124906,54.02133,165.2,4284,2021/09/11 14:42:55+00
-2.124654,54.021304,163.2,4285,2021/09/11 14:42:57+00
-2.124514,54.021304,162,4286,2021/09/11 14:42:58+00
-2.124365,54.021311,160.8,4287,2021/09/11 14:42:59+00
-2.124204,54.021323,159.8,4288,2021/09/11 14:43:00+00
-2.124033,54.021337,158.8,4289,2021/09/11 14:43:01+00
-2.123859,54.021355,157.8,4290,2021/09/11 14:43:02+00
-2.123506,54.021384,156,4291,2021/09/11 14:43:04+00
-2.123172,54.02141,154.6,4292,2021/09/11 14:43:06+00
-2.123011,54.021424,154.4,4293,2021/09/11 14:43:07+00
-2.122472,54.021487,154.2,4294,2021/09/11 14:43:11+00
-2.122139,54.021543,154.4,4295,2021/09/11 14:43:15+00
-2.122077,54.021558,154.8,4296,2021/09/11 14:43:16+00
-2.121842,54.021569,155.8,4297,2021/09/11 14:43:20+00
-2.121796,54.02155,156,4298,2021/09/11 14:43:21+00
-2.121714,54.021447,156.2,4299,2021/09/11 14:43:24+00
-2.121708,54.021414,156.2,4300,2021/09/11 14:43:25+00
-2.121681,54.021334,156.4,4301,2021/09/11 14:43:27+00
-2.121641,54.021251,156.4,4302,2021/09/11 14:43:29+00
-2.121608,54.02121,156.6,4303,2021/09/11 14:43:30+00
-2.121556,54.021173,156.6,4304,2021/09/11 14:43:31+00
-2.121489,54.02114,156.6,4305,2021/09/11 14:43:32+00
-2.121337,54.021101,156.6,4306,2021/09/11 14:43:34+00
-2.121273,54.021095,156.6,4307,2021/09/11 14:43:35+00
-2.121078,54.021085,156.6,4308,2021/09/11 14:43:38+00
-2.120792,54.021099,156.6,4309,2021/09/11 14:43:42+00
-2.120468,54.02109,156.8,4310,2021/09/11 14:43:46+00
-2.120322,54.021075,156.8,4311,2021/09/11 14:43:48+00
-2.120095,54.021075,158,4312,2021/09/11 14:43:52+00
-2.12005,54.02108,158.4,4313,2021/09/11 14:43:53+00
-2.119951,54.021083,159.2,4314,2021/09/11 14:43:56+00
-2.119887,54.021085,159.8,4315,2021/09/11 14:43:59+00
-2.119819,54.021078,160.4,4316,2021/09/11 14:44:01+00
-2.119712,54.02108,161.4,4317,2021/09/11 14:44:04+00
-2.119679,54.021079,161.8,4318,2021/09/11 14:44:05+00
-2.119599,54.021076,162.8,4319,2021/09/11 14:44:08+00
-2.119549,54.02108,163.6,4320,2021/09/11 14:44:10+00
-2.119531,54.021075,164,4321,2021/09/11 14:44:11+00
-2.119495,54.021071,164.4,4322,2021/09/11 14:44:13+00
-2.119447,54.021076,165,4323,2021/09/11 14:44:15+00
-2.11941,54.021074,165.6,4324,2021/09/11 14:44:17+00
-2.119372,54.021082,166,4325,2021/09/11 14:44:19+00
-2.119336,54.021081,167.2,4326,2021/09/11 14:44:22+00
-2.119335,54.021081,167.4,4327,2021/09/11 14:44:23+00
-2.119324,54.021079,167.6,4328,2021/09/11 14:44:26+00
-2.119333,54.021068,167.6,4329,2021/09/11 14:44:29+00
-2.119335,54.021058,167.6,4330,2021/09/11 14:44:31+00
-2.119335,54.02106,167.8,4331,2021/09/11 14:44:33+00
-2.119334,54.021056,167.8,4332,2021/09/11 14:44:35+00
-2.119327,54.021052,167.8,4333,2021/09/11 14:44:38+00
-2.119326,54.021052,167.8,4334,2021/09/11 14:44:39+00
-2.119283,54.021061,167.8,4335,2021/09/11 14:44:46+00
-2.11923,54.021076,168.2,4336,2021/09/11 14:44:51+00
-2.119223,54.021069,168.2,4337,2021/09/11 14:44:53+00
-2.119221,54.021063,168.4,4338,2021/09/11 14:44:55+00
-2.119208,54.021041,168.6,4339,2021/09/11 14:44:57+00
-2.119202,54.021016,168.6,4340,2021/09/11 14:45:00+00
-2.119204,54.021008,168.8,4341,2021/09/11 14:45:02+00
-2.119208,54.021009,169,4342,2021/09/11 14:45:07+00
-2.11919,54.021024,169,4343,2021/09/11 14:45:12+00
-2.11917,54.021033,169,4344,2021/09/11 14:45:14+00
-2.119153,54.02104,169.4,4345,2021/09/11 14:45:20+00
-2.11914,54.021042,169.6,4346,2021/09/11 14:45:21+00
-2.119132,54.021043,169.6,4347,2021/09/11 14:45:22+00
-2.119082,54.021033,170.2,4348,2021/09/11 14:45:27+00
-2.119067,54.021032,170.2,4349,2021/09/11 14:45:28+00
-2.119052,54.021031,170.4,4350,2021/09/11 14:45:29+00
-2.118951,54.021017,171.4,4351,2021/09/11 14:45:36+00
-2.118932,54.021016,171.6,4352,2021/09/11 14:45:37+00
-2.118893,54.021016,172.2,4353,2021/09/11 14:45:40+00
-2.118885,54.021013,172.4,4354,2021/09/11 14:45:42+00
-2.118873,54.021014,172.4,4355,2021/09/11 14:45:44+00
-2.118829,54.021023,172.4,4356,2021/09/11 14:45:48+00
-2.1188,54.021024,172.4,4357,2021/09/11 14:45:49+00
-2.118734,54.021015,172.6,4358,2021/09/11 14:45:51+00
-2.11857,54.021005,173.6,4359,2021/09/11 14:45:55+00
-2.118534,54.021005,174,4360,2021/09/11 14:45:56+00
-2.118434,54.020998,175,4361,2021/09/11 14:45:59+00
-2.118399,54.020995,175.4,4362,2021/09/11 14:46:00+00
-2.118363,54.020994,175.8,4363,2021/09/11 14:46:01+00
-2.118322,54.020995,176.2,4364,2021/09/11 14:46:02+00
-2.118146,54.021006,177.2,4365,2021/09/11 14:46:07+00
-2.118081,54.021007,177.8,4366,2021/09/11 14:46:09+00
-2.11802,54.021007,178.4,4367,2021/09/11 14:46:11+00
-2.117817,54.020987,179.4,4368,2021/09/11 14:46:16+00
-2.11741,54.020938,179.8,4369,2021/09/11 14:46:24+00
-2.117323,54.020941,179.8,4370,2021/09/11 14:46:28+00
-2.117301,54.020937,179.8,4371,2021/09/11 14:46:30+00
-2.117169,54.020913,179.6,4372,2021/09/11 14:46:33+00
-2.117094,54.020905,179.4,4373,2021/09/11 14:46:34+00
-2.116814,54.020886,178.4,4374,2021/09/11 14:46:37+00
-2.116699,54.020877,178,4375,2021/09/11 14:46:38+00
-2.116578,54.020869,177.2,4376,2021/09/11 14:46:39+00
-2.116447,54.020858,176.2,4377,2021/09/11 14:46:40+00
-2.116156,54.020827,174.6,4378,2021/09/11 14:46:42+00
-2.116006,54.020814,174,4379,2021/09/11 14:46:43+00
-2.115848,54.020803,173.4,4380,2021/09/11 14:46:44+00
-2.115534,54.020775,171.4,4381,2021/09/11 14:46:46+00
-2.115217,54.020739,169.8,4382,2021/09/11 14:46:48+00
-2.115061,54.020725,168.8,4383,2021/09/11 14:46:49+00
-2.114746,54.020708,167,4384,2021/09/11 14:46:51+00
-2.114436,54.020713,165.8,4385,2021/09/11 14:46:53+00
-2.114283,54.020726,165.4,4386,2021/09/11 14:46:54+00
-2.114141,54.020748,164.6,4387,2021/09/11 14:46:55+00
-2.114011,54.020774,163.6,4388,2021/09/11 14:46:56+00
-2.11389,54.020806,161.4,4389,2021/09/11 14:46:57+00
-2.113772,54.020841,161,4390,2021/09/11 14:46:58+00
-2.113551,54.020925,160.6,4391,2021/09/11 14:47:00+00
-2.113437,54.02098,159.8,4392,2021/09/11 14:47:01+00
-2.113321,54.021044,158.4,4393,2021/09/11 14:47:02+00
-2.113197,54.021118,156.8,4394,2021/09/11 14:47:03+00
-2.113063,54.021199,155.4,4395,2021/09/11 14:47:04+00
-2.112921,54.021283,153.6,4396,2021/09/11 14:47:05+00
-2.112772,54.021369,152,4397,2021/09/11 14:47:06+00
-2.112618,54.021454,150.6,4398,2021/09/11 14:47:07+00
-2.112288,54.021598,148.8,4399,2021/09/11 14:47:09+00
-2.112125,54.021651,148,4400,2021/09/11 14:47:10+00
-2.111956,54.021692,147.4,4401,2021/09/11 14:47:11+00
-2.111339,54.021841,147,4402,2021/09/11 14:47:15+00
-2.110715,54.02205,147.6,4403,2021/09/11 14:47:20+00
-2.110463,54.022131,147.8,4404,2021/09/11 14:47:22+00
-2.10995,54.022298,148.6,4405,2021/09/11 14:47:26+00
-2.109818,54.022336,148.6,4406,2021/09/11 14:47:27+00
-2.109692,54.022375,148.8,4407,2021/09/11 14:47:28+00
-2.109087,54.022594,148.4,4408,2021/09/11 14:47:33+00
-2.108965,54.022639,148.4,4409,2021/09/11 14:47:34+00
-2.108703,54.022705,148.6,4410,2021/09/11 14:47:36+00
-2.108417,54.022736,149,4411,2021/09/11 14:47:38+00
-2.107982,54.022752,149.8,4412,2021/09/11 14:47:41+00
-2.107409,54.022772,150,4413,2021/09/11 14:47:45+00
-2.106625,54.022812,150.6,4414,2021/09/11 14:47:51+00
-2.106373,54.022805,150.8,4415,2021/09/11 14:47:54+00
-2.106307,54.022804,151,4416,2021/09/11 14:47:55+00
-2.106145,54.022793,151.8,4417,2021/09/11 14:47:58+00
-2.106045,54.022788,152.2,4418,2021/09/11 14:48:00+00
-2.105625,54.022781,152.8,4419,2021/09/11 14:48:08+00
-2.105582,54.02278,153,4420,2021/09/11 14:48:09+00
-2.1054,54.022784,153,4421,2021/09/11 14:48:13+00
-2.105293,54.022785,153.2,4422,2021/09/11 14:48:15+00
-2.104823,54.022773,153.6,4423,2021/09/11 14:48:24+00
-2.104338,54.022764,153.6,4424,2021/09/11 14:48:32+00
-2.103866,54.02272,153.6,4425,2021/09/11 14:48:39+00
-2.103546,54.022676,153.4,4426,2021/09/11 14:48:43+00
-2.103294,54.022644,153.4,4427,2021/09/11 14:48:46+00
-2.102843,54.022575,153.4,4428,2021/09/11 14:48:52+00
-2.102686,54.022552,154,4429,2021/09/11 14:48:55+00
-2.102629,54.022548,155,4430,2021/09/11 14:48:57+00
-2.102607,54.022551,155.2,4431,2021/09/11 14:48:58+00
-2.102507,54.022606,155.6,4432,2021/09/11 14:49:01+00
-2.102358,54.022812,154.4,4433,2021/09/11 14:49:06+00
-2.102278,54.022879,154.4,4434,2021/09/11 14:49:08+00
-2.102165,54.022921,154.4,4435,2021/09/11 14:49:10+00
-2.101927,54.022968,154.4,4436,2021/09/11 14:49:13+00
-2.10173,54.022975,154.4,4437,2021/09/11 14:49:15+00
-2.101487,54.022996,154,4438,2021/09/11 14:49:18+00
-2.101409,54.023002,154,4439,2021/09/11 14:49:19+00
-2.101179,54.023029,154,4440,2021/09/11 14:49:22+00
-2.101052,54.023076,154.2,4441,2021/09/11 14:49:24+00
-2.10095,54.023143,154.4,4442,2021/09/11 14:49:26+00
-2.100643,54.023293,155,4443,2021/09/11 14:49:32+00
-2.100589,54.023303,155.2,4444,2021/09/11 14:49:33+00
-2.100399,54.02334,156.2,4445,2021/09/11 14:49:37+00
-2.10035,54.023351,156.6,4446,2021/09/11 14:49:38+00
-2.100256,54.023375,157.4,4447,2021/09/11 14:49:40+00
-2.100119,54.023409,158.8,4448,2021/09/11 14:49:43+00
-2.100073,54.023422,159.2,4449,2021/09/11 14:49:44+00
-2.099989,54.023454,159.8,4450,2021/09/11 14:49:46+00
-2.09979,54.023534,161.2,4451,2021/09/11 14:49:51+00
-2.099657,54.023586,162.4,4452,2021/09/11 14:49:55+00
-2.09963,54.023599,162.8,4453,2021/09/11 14:49:56+00
-2.099561,54.023621,163.6,4454,2021/09/11 14:49:58+00
-2.099521,54.023629,163.8,4455,2021/09/11 14:49:59+00
-2.099479,54.023633,163.8,4456,2021/09/11 14:50:00+00
-2.099435,54.023637,163.8,4457,2021/09/11 14:50:01+00
-2.099392,54.023642,164,4458,2021/09/11 14:50:02+00
-2.099212,54.023626,164.4,4459,2021/09/11 14:50:06+00
-2.099164,54.023623,164.4,4460,2021/09/11 14:50:07+00
-2.099115,54.023614,164.6,4461,2021/09/11 14:50:08+00
-2.098817,54.023538,164.4,4462,2021/09/11 14:50:13+00
-2.09853,54.023432,163.2,4463,2021/09/11 14:50:17+00
-2.098442,54.023399,162.8,4464,2021/09/11 14:50:18+00
-2.098156,54.023286,162.4,4465,2021/09/11 14:50:21+00
-2.098048,54.023246,162.2,4466,2021/09/11 14:50:22+00
-2.097605,54.023083,160.8,4467,2021/09/11 14:50:26+00
-2.097388,54.022995,160.2,4468,2021/09/11 14:50:28+00
-2.09717,54.022901,159.8,4469,2021/09/11 14:50:30+00
-2.097073,54.022852,159.6,4470,2021/09/11 14:50:31+00
-2.096985,54.022801,159.6,4471,2021/09/11 14:50:32+00
-2.096683,54.022609,160,4472,2021/09/11 14:50:36+00
-2.096514,54.022487,160.8,4473,2021/09/11 14:50:39+00
-2.096429,54.022424,161.4,4474,2021/09/11 14:50:41+00
-2.096353,54.022367,162,4475,2021/09/11 14:50:43+00
-2.096242,54.022288,163.2,4476,2021/09/11 14:50:46+00
-2.096209,54.022265,163.4,4477,2021/09/11 14:50:47+00
-2.096119,54.022196,164.2,4478,2021/09/11 14:50:50+00
-2.096024,54.022119,165.4,4479,2021/09/11 14:50:54+00
-2.095934,54.022022,166.6,4480,2021/09/11 14:50:59+00
-2.095886,54.021914,167.6,4481,2021/09/11 14:51:04+00
-2.095867,54.021874,168,4482,2021/09/11 14:51:06+00
-2.095818,54.0218,168.6,4483,2021/09/11 14:51:10+00
-2.095805,54.021787,169,4484,2021/09/11 14:51:11+00
-2.095779,54.021761,169.4,4485,2021/09/11 14:51:13+00
-2.095768,54.021751,169.8,4486,2021/09/11 14:51:14+00
-2.095737,54.021718,170.6,4487,2021/09/11 14:51:17+00
-2.095725,54.021704,171,4488,2021/09/11 14:51:18+00
-2.095682,54.02166,171.4,4489,2021/09/11 14:51:21+00
-2.09562,54.021591,172,4490,2021/09/11 14:51:25+00
-2.095585,54.021558,172.6,4491,2021/09/11 14:51:27+00
-2.095513,54.021494,173,4492,2021/09/11 14:51:31+00
-2.095436,54.02143,173.6,4493,2021/09/11 14:51:35+00
-2.095378,54.021388,174.2,4494,2021/09/11 14:51:38+00
-2.095262,54.021317,175.2,4495,2021/09/11 14:51:43+00
-2.095237,54.021304,175.4,4496,2021/09/11 14:51:44+00
-2.09503,54.021241,176.2,4497,2021/09/11 14:51:50+00
-2.094991,54.021234,176.4,4498,2021/09/11 14:51:51+00
-2.094717,54.021199,177.2,4499,2021/09/11 14:51:57+00
-2.094669,54.021202,177.4,4500,2021/09/11 14:51:58+00
-2.094447,54.021221,178,4501,2021/09/11 14:52:03+00
-2.094338,54.021222,178.2,4502,2021/09/11 14:52:06+00
-2.094262,54.021243,178.4,4503,2021/09/11 14:52:08+00
-2.094219,54.021254,178.6,4504,2021/09/11 14:52:09+00
-2.094098,54.02125,179.4,4505,2021/09/11 14:52:12+00
-2.094025,54.021258,179.8,4506,2021/09/11 14:52:14+00
-2.0939,54.021271,180.2,4507,2021/09/11 14:52:17+00
-2.093713,54.021292,180.6,4508,2021/09/11 14:52:21+00
-2.093662,54.021296,180.6,4509,2021/09/11 14:52:22+00
-2.093353,54.021326,181.6,4510,2021/09/11 14:52:29+00
-2.093316,54.021325,181.8,4511,2021/09/11 14:52:30+00
-2.093056,54.021325,182.8,4512,2021/09/11 14:52:36+00
-2.092976,54.021321,183.2,4513,2021/09/11 14:52:38+00
-2.092859,54.021323,183.8,4514,2021/09/11 14:52:41+00
-2.092705,54.021313,184.4,4515,2021/09/11 14:52:45+00
-2.092626,54.021308,185,4516,2021/09/11 14:52:47+00
-2.092366,54.021298,185.8,4517,2021/09/11 14:52:53+00
-2.092332,54.021301,185.8,4518,2021/09/11 14:52:54+00
-2.092274,54.021303,185.8,4519,2021/09/11 14:52:56+00
-2.092219,54.021302,186,4520,2021/09/11 14:52:58+00
-2.092191,54.021303,186,4521,2021/09/11 14:52:59+00
-2.092,54.021283,186.4,4522,2021/09/11 14:53:04+00
-2.091673,54.021247,186.2,4523,2021/09/11 14:53:10+00
-2.091616,54.021243,186.2,4524,2021/09/11 14:53:11+00
-2.091249,54.021217,187,4525,2021/09/11 14:53:18+00
-2.09117,54.021209,187.2,4526,2021/09/11 14:53:20+00
-2.090945,54.021201,188.4,4527,2021/09/11 14:53:26+00
-2.090813,54.021194,189.8,4528,2021/09/11 14:53:30+00
-2.090701,54.021189,190.6,4529,2021/09/11 14:53:33+00
-2.09066,54.021188,190.8,4530,2021/09/11 14:53:34+00
-2.09044,54.021171,191.6,4531,2021/09/11 14:53:39+00
-2.090398,54.021166,191.8,4532,2021/09/11 14:53:40+00
-2.090215,54.021149,193,4533,2021/09/11 14:53:45+00
-2.090181,54.021146,193.4,4534,2021/09/11 14:53:46+00
-2.090114,54.02114,194,4535,2021/09/11 14:53:48+00
-2.090077,54.021137,194,4536,2021/09/11 14:53:49+00
-2.089908,54.021126,194.4,4537,2021/09/11 14:53:53+00
-2.0896,54.021115,195.2,4538,2021/09/11 14:53:59+00
-2.089503,54.021121,195.4,4539,2021/09/11 14:54:01+00
-2.089247,54.021133,196.2,4540,2021/09/11 14:54:07+00
-2.089162,54.02114,196.6,4541,2021/09/11 14:54:09+00
-2.089035,54.021163,197.2,4542,2021/09/11 14:54:12+00
-2.088886,54.021191,198.4,4543,2021/09/11 14:54:16+00
-2.08873,54.021217,199.2,4544,2021/09/11 14:54:20+00
-2.088687,54.021224,199.4,4545,2021/09/11 14:54:21+00
-2.088504,54.021257,199.6,4546,2021/09/11 14:54:25+00
-2.088168,54.021318,198.8,4547,2021/09/11 14:54:30+00
-2.088095,54.021331,198.6,4548,2021/09/11 14:54:31+00
-2.087926,54.021356,198.2,4549,2021/09/11 14:54:33+00
-2.087736,54.021384,197.6,4550,2021/09/11 14:54:35+00
-2.087428,54.021417,197.4,4551,2021/09/11 14:54:38+00
-2.087133,54.021446,197.6,4552,2021/09/11 14:54:41+00
-2.086647,54.021476,199.4,4553,2021/09/11 14:54:47+00
-2.086462,54.021499,200.4,4554,2021/09/11 14:54:50+00
-2.086309,54.021522,201.6,4555,2021/09/11 14:54:53+00
-2.086123,54.021552,202.6,4556,2021/09/11 14:54:57+00
-2.08598,54.021583,203.2,4557,2021/09/11 14:55:00+00
-2.085933,54.021595,203.2,4558,2021/09/11 14:55:01+00
-2.08585,54.021618,203.8,4559,2021/09/11 14:55:03+00
-2.085775,54.021638,204.6,4560,2021/09/11 14:55:05+00
-2.085745,54.021648,205,4561,2021/09/11 14:55:06+00
-2.085691,54.021667,205.8,4562,2021/09/11 14:55:08+00
-2.085661,54.021679,206,4563,2021/09/11 14:55:09+00
-2.085627,54.02169,206.2,4564,2021/09/11 14:55:10+00
-2.085509,54.021733,207,4565,2021/09/11 14:55:14+00
-2.085477,54.021742,207.2,4566,2021/09/11 14:55:15+00
-2.085311,54.021794,208.2,4567,2021/09/11 14:55:21+00
-2.085238,54.021832,208.6,4568,2021/09/11 14:55:24+00
-2.085036,54.021901,208.6,4569,2021/09/11 14:55:30+00
-2.084988,54.021922,208.2,4570,2021/09/11 14:55:32+00
-2.084948,54.021942,207.8,4571,2021/09/11 14:55:37+00
-2.084965,54.021958,207.6,4572,2021/09/11 14:55:42+00
-2.084962,54.02196,207.4,4573,2021/09/11 14:55:45+00
-2.084939,54.021944,207.6,4574,2021/09/11 14:55:53+00
-2.084927,54.021943,207.6,4575,2021/09/11 14:55:57+00
-2.084937,54.021942,207.4,4576,2021/09/11 14:56:00+00
-2.084925,54.021951,207.8,4577,2021/09/11 14:56:05+00
-2.084921,54.021957,207.8,4578,2021/09/11 14:56:08+00
-2.084921,54.021957,207.6,4579,2021/09/11 14:56:09+00
-2.084917,54.021962,207.8,4580,2021/09/11 14:56:14+00
-2.084925,54.021968,208.2,4581,2021/09/11 14:56:18+00
-2.084923,54.021956,208,4582,2021/09/11 14:56:25+00
-2.084941,54.021948,208.2,4583,2021/09/11 14:56:29+00
-2.084941,54.021948,208.2,4584,2021/09/11 14:56:30+00
-2.084942,54.021949,208.2,4585,2021/09/11 14:56:31+00
-2.084974,54.02194,208.2,4586,2021/09/11 14:56:37+00
-2.084977,54.021936,208.2,4587,2021/09/11 14:56:39+00
-2.084956,54.021927,208.6,4588,2021/09/11 14:56:48+00
-2.084956,54.021927,208.4,4589,2021/09/11 14:56:51+00
-2.08496,54.021941,208.4,4590,2021/09/11 14:56:57+00
-2.084973,54.021952,208.4,4591,2021/09/11 14:57:02+00
-2.084978,54.02195,208.4,4592,2021/09/11 14:57:03+00
-2.084978,54.021947,208.4,4593,2021/09/11 14:57:04+00
-2.084977,54.021946,208.4,4594,2021/09/11 14:57:06+00
-2.084977,54.021945,208.2,4595,2021/09/11 14:57:09+00
-2.08497,54.021945,208.4,4596,2021/09/11 14:57:14+00
-2.084981,54.021964,208.2,4597,2021/09/11 14:57:22+00
-2.084966,54.021963,208.2,4598,2021/09/11 14:57:30+00
-2.084963,54.021963,208.2,4599,2021/09/11 14:57:32+00
-2.08496,54.021965,208.2,4600,2021/09/11 14:57:37+00
-2.084932,54.021979,208.6,4601,2021/09/11 14:57:46+00
-2.084931,54.021965,208.6,4602,2021/09/11 14:57:51+00
-2.084932,54.021961,208.6,4603,2021/09/11 14:57:53+00
-2.084934,54.02196,208.6,4604,2021/09/11 14:57:55+00
-2.08494,54.02196,208.6,4605,2021/09/11 14:57:57+00
-2.084944,54.021955,208.6,4606,2021/09/11 14:57:59+00
-2.084961,54.021941,208.6,4607,2021/09/11 14:58:03+00
-2.084933,54.021937,208.6,4608,2021/09/11 14:58:11+00
-2.084946,54.021933,208.6,4609,2021/09/11 14:58:19+00
-2.084957,54.021933,208.6,4610,2021/09/11 14:58:23+00
-2.084968,54.021944,208.6,4611,2021/09/11 14:58:26+00
-2.084976,54.021965,208.6,4612,2021/09/11 14:58:28+00
-2.084979,54.021971,208.6,4613,2021/09/11 14:58:29+00
-2.084977,54.021982,208.6,4614,2021/09/11 14:58:30+00
-2.084968,54.021986,208.6,4615,2021/09/11 14:58:31+00
-2.084964,54.021986,208.6,4616,2021/09/11 14:58:32+00
-2.084946,54.021973,208.6,4617,2021/09/11 14:58:35+00
-2.084941,54.021979,208.6,4618,2021/09/11 14:58:39+00
-2.084951,54.021979,208.6,4619,2021/09/11 14:58:44+00
-2.084934,54.021962,208.6,4620,2021/09/11 14:58:52+00
-2.084923,54.021964,208.6,4621,2021/09/11 14:58:59+00
-2.084908,54.021957,208.6,4622,2021/09/11 14:59:01+00
-2.084818,54.021954,208.6,4623,2021/09/11 14:59:04+00
-2.084509,54.021964,207.6,4624,2021/09/11 14:59:10+00
-2.084365,54.021972,207,4625,2021/09/11 14:59:12+00
-2.084168,54.021975,206.4,4626,2021/09/11 14:59:14+00
-2.084062,54.021976,206,4627,2021/09/11 14:59:15+00
-2.083676,54.021987,205.4,4628,2021/09/11 14:59:18+00
-2.08354,54.021989,205.4,4629,2021/09/11 14:59:19+00
-2.083366,54.021982,205.4,4630,2021/09/11 14:59:20+00
-2.083226,54.021984,205.4,4631,2021/09/11 14:59:21+00
-2.082967,54.021985,205.2,4632,2021/09/11 14:59:23+00
-2.08285,54.021984,205,4633,2021/09/11 14:59:24+00
-2.082622,54.021976,204,4634,2021/09/11 14:59:26+00
-2.082516,54.021972,203.6,4635,2021/09/11 14:59:27+00
-2.082414,54.021966,203,4636,2021/09/11 14:59:28+00
-2.082315,54.021957,202.4,4637,2021/09/11 14:59:29+00
-2.082228,54.021952,202.2,4638,2021/09/11 14:59:30+00
-2.082142,54.021948,202,4639,2021/09/11 14:59:31+00
-2.081983,54.021941,202.2,4640,2021/09/11 14:59:33+00
-2.081733,54.021929,203,4641,2021/09/11 14:59:36+00
-2.081531,54.021918,203,4642,2021/09/11 14:59:38+00
-2.081034,54.021895,202.8,4643,2021/09/11 14:59:42+00
-2.080774,54.021879,202.6,4644,2021/09/11 14:59:44+00
-2.08017,54.021851,201.2,4645,2021/09/11 14:59:49+00
-2.08005,54.021844,200.8,4646,2021/09/11 14:59:50+00
-2.079693,54.021829,200,4647,2021/09/11 14:59:53+00
-2.079348,54.021828,199.6,4648,2021/09/11 14:59:56+00
-2.079116,54.02185,198.8,4649,2021/09/11 14:59:58+00
-2.078738,54.021885,198.4,4650,2021/09/11 15:00:01+00
